# YTID, start_seconds, end_seconds,all_labels,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,animal_sound,only_animal
#NAME?,0.0,10.0," ""/m/03fwl,/m/04rlf,/m/09x0r""",/m/03fwl,/m/04rlf,/m/09x0r,,,,,,,,,,True,False
0eK_cwwvWAs,50.0,60.0," ""/m/025rv6n,/m/07qwf61,/m/07st89h,/m/09b5t""",/m/025rv6n,/m/07qwf61,/m/07st89h,/m/09b5t,,,,,,,,,True,False
0f2A-lZYAnw,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk""",/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk,,,,,,,,True,False
0fFIg5WLnm0,30.0,40.0," ""/m/09x0r,/t/dd00018""",/m/09x0r,/t/dd00018,,,,,,,,,,,True,False
0h6dpegN0f4,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,,True,False
0jFN112eGVQ,21.0,31.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,True,False
0kdRxEiEGIs,190.0,200.0," ""/m/01z5f,/m/03cczk,/m/068hy,/m/07pdhp0,/m/07pzfmf,/m/0bt9lr,/m/0jbk""",/m/01z5f,/m/03cczk,/m/068hy,/m/07pdhp0,/m/07pzfmf,/m/0bt9lr,/m/0jbk,,,,,,True,False
0kuZvI5eQwg,30.0,40.0," ""/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv""",/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv,,,,,,,,,True,False
0mkgZLfBqsg,30.0,40.0," ""/m/04cvmfc,/m/04rlf,/m/0jbk,/t/dd00129""",/m/04cvmfc,/m/04rlf,/m/0jbk,/t/dd00129,,,,,,,,,True,False
0pJwADdUrRo,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk""",/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk,,,,,,,,True,False
0pr3Huz6pq8,180.0,190.0," ""/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk""",/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk,,,,,,,,,True,False
0qMF1IbyV3I,60.0,70.0," ""/m/01280g,/m/0cdnk,/m/0jbk""",/m/01280g,/m/0cdnk,/m/0jbk,,,,,,,,,,True,False
0qUXJz4HH_E,10.0,20.0," ""/m/07ppn3j,/m/09x0r,/m/0jbk""",/m/07ppn3j,/m/09x0r,/m/0jbk,,,,,,,,,,True,False
0qZ3tI4nAZE,6.0,16.0," ""/m/07qrkrw,/m/09x0r""",/m/07qrkrw,/m/09x0r,,,,,,,,,,,True,False
0qbp0OtOvl4,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk""",/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk,,,,,,,,,True,False
0qri4nnfgQQ,30.0,40.0," ""/m/07r81j2,/m/09x0r,/m/0jbk""",/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,,,,True,False
0rhb_K228gA,30.0,40.0," ""/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136""",/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136,,,,,,,,,True,False
0t2VTlFdpss,0.0,10.0," ""/m/06hps""",/m/06hps,,,,,,,,,,,,True,False
1-fXYR9FTfM,30.0,40.0," ""/m/07pjwq1,/m/09x0r""",/m/07pjwq1,/m/09x0r,,,,,,,,,,,True,False
10mtAupS0I4,0.0,10.0," ""/m/07qrkrw,/m/09x0r""",/m/07qrkrw,/m/09x0r,,,,,,,,,,,True,False
11p3k7duyKc,30.0,40.0," ""/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk""",/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk,,,,,,,,,True,False
14UdSeNlIlM,30.0,40.0," ""/m/04rlf,/m/07qdb04,/m/09ddx""",/m/04rlf,/m/07qdb04,/m/09ddx,,,,,,,,,,True,False
16-gCmo355I,0.0,7.0," ""/m/06hck5,/m/06wzb,/m/07rjwbb""",/m/06hck5,/m/06wzb,/m/07rjwbb,,,,,,,,,,True,False
164R3i5s7-8,40.0,50.0," ""/m/03vt0,/m/09f96,/m/0h2mp""",/m/03vt0,/m/09f96,/m/0h2mp,,,,,,,,,,True,False
1BQW0MFUhL8,30.0,40.0," ""/m/07rv9rh,/m/09x0r,/m/0jbk""",/m/07rv9rh,/m/09x0r,/m/0jbk,,,,,,,,,,True,False
1EU64OKtfw4,10.0,20.0," ""/m/03vt0,/m/09xqv""",/m/03vt0,/m/09xqv,,,,,,,,,,,True,False
1E_3Grl-3PA,340.0,350.0," ""/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv""",/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv,,,,,,,,,True,False
1EqtrXZjiJY,7.0,17.0," ""/m/03k3r,/m/07rv9rh,/m/09x0r,/m/0jbk""",/m/03k3r,/m/07rv9rh,/m/09x0r,/m/0jbk,,,,,,,,,True,False
1G3TdBrW7ys,30.0,40.0," ""/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,True,False
1G95m_2exAc,110.0,120.0," ""/m/032n05,/m/0jbk""",/m/032n05,/m/0jbk,,,,,,,,,,,True,False
1GSgIoyfFco,30.0,40.0," ""/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk""",/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk,,,,,,,,,True,False
1GYfkje0--U,30.0,40.0," ""/m/01rd7k,/m/025rv6n,/m/07svc2k""",/m/01rd7k,/m/025rv6n,/m/07svc2k,,,,,,,,,,True,False
1HPYHsdLYCQ,28.0,38.0," ""/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,,True,False
1IFfUjdN91k,30.0,40.0," ""/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv""",/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv,,,,,,,,True,False
1KjKucI0964,30.0,40.0," ""/m/07qn4z3""",/m/07qn4z3,,,,,,,,,,,,True,False
1NEybsmFECg,30.0,40.0," ""/m/04rlf,/m/07q0h5t""",/m/04rlf,/m/07q0h5t,,,,,,,,,,,True,False
1NQWDv3XSWE,30.0,40.0," ""/m/07r4gkf""",/m/07r4gkf,,,,,,,,,,,,True,False
1NYANpd5Grs,160.0,170.0," ""/m/068hy,/m/07pdhp0,/m/0bt9lr,/t/dd00125""",/m/068hy,/m/07pdhp0,/m/0bt9lr,/t/dd00125,,,,,,,,,True,False
1O7poxGGFws,110.0,120.0," ""/m/09x0r,/m/0ghcn6""",/m/09x0r,/m/0ghcn6,,,,,,,,,,,True,False
1Oy7Yha8LOg,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk""",/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk,,,,,,,,True,False
1PxKjFulkLs,30.0,40.0," ""/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136""",/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136,,,,,,,,True,False
1QN_iWjfMOc,450.0,460.0," ""/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk""",/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk,,,,,,,,,True,False
1Qju138etmc,30.0,40.0," ""/m/078jl,/m/07rjwbb""",/m/078jl,/m/07rjwbb,,,,,,,,,,,True,False
1aVhpF7Sm8o,0.0,10.0," ""/m/06hps""",/m/06hps,,,,,,,,,,,,True,False
1bOukvpECmU,30.0,40.0," ""/m/01yrx,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,,,True,False
1blEjTegTzY,30.0,40.0," ""/m/04rlf,/m/07qdb04,/m/09x0r""",/m/04rlf,/m/07qdb04,/m/09x0r,,,,,,,,,,True,False
1c5rSQsqmBE,0.0,10.0," ""/m/04rlf,/m/07qdb04,/m/09ddx,/m/09x0r""",/m/04rlf,/m/07qdb04,/m/09ddx,/m/09x0r,,,,,,,,,True,False
1c7NBk1x3y0,30.0,40.0," ""/m/07qmpdm,/m/07qn4z3""",/m/07qmpdm,/m/07qn4z3,,,,,,,,,,,True,False
1da8Qc9hXSw,30.0,40.0," ""/m/01h3n,/m/03vt0,/m/0h2mp""",/m/01h3n,/m/03vt0,/m/0h2mp,,,,,,,,,,True,False
1eI2-vhs0YY,21.0,31.0," ""/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk""",/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,,,,,,,True,False
1f7lBXwf2rk,100.0,110.0," ""/m/068hy,/m/068zj,/m/0jbk""",/m/068hy,/m/068zj,/m/0jbk,,,,,,,,,,True,False
1fP9nwukYk4,0.0,10.0," ""/m/04cvmfc,/m/09x0r,/t/dd00125""",/m/04cvmfc,/m/09x0r,/t/dd00125,,,,,,,,,,True,False
1gfkQ8bmN1Q,30.0,40.0," ""/m/01xq0k1,/m/07rpkh9,/m/0ch8v""",/m/01xq0k1,/m/07rpkh9,/m/0ch8v,,,,,,,,,,True,False
1gqVlwoOqs4,390.0,400.0," ""/m/025rv6n,/m/07qwf61,/m/0dbvp""",/m/025rv6n,/m/07qwf61,/m/0dbvp,,,,,,,,,,True,False
1jyBARHxmlc,160.0,170.0," ""/m/03k3r,/m/04rlf,/m/09x0r,/m/0jbk,/t/dd00129""",/m/03k3r,/m/04rlf,/m/09x0r,/m/0jbk,/t/dd00129,,,,,,,,True,False
1lBl4WXrFxE,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk""",/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,True,False
1lF4g89LKmc,0.0,10.0," ""/m/07q5rw0,/m/09x0r""",/m/07q5rw0,/m/09x0r,,,,,,,,,,,True,False
1lu0itJYSDQ,30.0,40.0," ""/m/04rlf,/m/07bgp,/m/07q0h5t,/m/09x0r""",/m/04rlf,/m/07bgp,/m/07q0h5t,/m/09x0r,,,,,,,,,True,False
1nF0Pv-VBSc,580.0,590.0," ""/m/015p6,/m/020bb7,/m/06_y0by,/m/07pggtn""",/m/015p6,/m/020bb7,/m/06_y0by,/m/07pggtn,,,,,,,,,True,False
1oY0kFtKu20,470.0,480.0," ""/m/015p6,/m/06_y0by,/m/09ddx""",/m/015p6,/m/06_y0by,/m/09ddx,,,,,,,,,,True,False
1oe-NKUOwZw,30.0,40.0," ""/m/068hy,/m/0jbk,/t/dd00136""",/m/068hy,/m/0jbk,/t/dd00136,,,,,,,,,,True,False
1qAvaKlkJis,30.0,40.0," ""/m/07qn4z3,/t/dd00128""",/m/07qn4z3,/t/dd00128,,,,,,,,,,,True,False
1qLTTdpHEhA,7.0,17.0," ""/m/07r_80w,/m/09d5_""",/m/07r_80w,/m/09d5_,,,,,,,,,,,True,False
1rQt2kGpe8E,120.0,130.0," ""/m/068zj,/m/07r4k75,/m/09x0r,/m/0jbk""",/m/068zj,/m/07r4k75,/m/09x0r,/m/0jbk,,,,,,,,,True,False
1t_5NMmgrFw,60.0,70.0," ""/m/07r4gkf""",/m/07r4gkf,,,,,,,,,,,,True,False
1tt5hIKEBYo,21.0,31.0," ""/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r""",/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,,,,,,,,,True,False
1xTvYIgPwm4,26.0,36.0," ""/m/03k3r,/m/07q5rw0,/m/0jbk""",/m/03k3r,/m/07q5rw0,/m/0jbk,,,,,,,,,,True,False
20eBcFsFL0w,30.0,40.0," ""/m/07st88b,/m/09ld4""",/m/07st88b,/m/09ld4,,,,,,,,,,,True,False
20zrQVQtQ2Q,30.0,40.0," ""/m/07st88b,/m/09ld4""",/m/07st88b,/m/09ld4,,,,,,,,,,,True,False
223JAnawpMg,30.0,40.0," ""/m/04rlf,/m/07r67yg,/m/0jbk""",/m/04rlf,/m/07r67yg,/m/0jbk,,,,,,,,,,True,False
24O7Q2AI6vw,10.0,20.0," ""/m/07qf0zm,/m/0jbk,/t/dd00125""",/m/07qf0zm,/m/0jbk,/t/dd00125,,,,,,,,,,True,False
24QxEmxh-tc,20.0,30.0," ""/m/068zj,/m/09x0r,/m/0jbk,/m/0ytgt,/t/dd00018""",/m/068zj,/m/09x0r,/m/0jbk,/m/0ytgt,/t/dd00018,,,,,,,,True,False
259QGi4PNAc,22.0,32.0," ""/m/01rd7k,/m/025rv6n,/m/07svc2k""",/m/01rd7k,/m/025rv6n,/m/07svc2k,,,,,,,,,,True,False
266IiZnynyA,30.0,40.0," ""/m/01rd7k,/m/025rv6n""",/m/01rd7k,/m/025rv6n,,,,,,,,,,,True,False
26yyv3N4adw,30.0,40.0," ""/m/05r5wn,/m/07qn4z3,/t/dd00125""",/m/05r5wn,/m/07qn4z3,/t/dd00125,,,,,,,,,,True,False
27f-rlFiSho,60.0,70.0," ""/m/06hck5,/m/07rjwbb""",/m/06hck5,/m/07rjwbb,,,,,,,,,,,True,False
29x5I94EBMQ,0.0,9.0," ""/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/0jbk""",/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/0jbk,,,,,,,,True,False
2ABMFZVQ9jI,570.0,580.0," ""/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk""",/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk,,,,,,,,,True,False
2BdcZFwYkr4,530.0,540.0," ""/m/025rv6n,/m/07qn5dc,/m/09b5t""",/m/025rv6n,/m/07qn5dc,/m/09b5t,,,,,,,,,,True,False
2Cu_AdrrMks,30.0,40.0," ""/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk""",/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk,,,,,,,,,True,False
